receptor,tf,species
CD40,ZBTB16,Human
CD40,TRIM32,Human
CD40,ASB9,Human
CD40,ASB8,Human
CD40,SMURF2,Human
CD40,RNF19A,Human
CD40,RLIM,Human
CD40,ASB6,Human
CD40,RNF14,Human
CD40,FBXO7,Human
CD40,ASB4,Human
CD40,NME2,Human
CD40,EEF1A1,Human
CD40,JAG1,Human
CD40,NOTCH4,Human
CD40,NOTCH3,Human
CD40,SUFU,Human
CD40,SMAD7,Human
CD40,TGFB1,Human
CD40,NF1,Human
CD40,TLE1,Human
CD40,TLE2,Human
CD40,TLE3,Human
CD40,MEN1,Human
CD40,TCF7,Human
CD40,CTBP1,Human
CD40,TCF7L1,Human
CD40,TCF7L2,Human
CD40,LEF1,Human
CD40,TSG101,Human
CD40,HSF1,Human
CD40,MDM4,Human
CD40,PTTG1,Human
CD40,CDKN2A,Human
CD40,FXR1,Human
CD40,SND1,Human
CD40,KIAA1549,Human
CD40,NPM1,Human
CD40,ETV6,Human
CD40,TRIP11,Human
CD40,RAD51B,Human
CD40,BRCA1,Human
CD40,BRCA2,Human
CD40,RAD51,Human
CD40,BARD1,Human
CD40,BRIP1,Human
CD40,XRCC6,Human
CD40,XRCC5,Human
CD40,IFI16,Human
CD40,NR1H2,Human
CD40,HIVEP3,Human
CD40,TP73,Human
CD40,EP300,Human
CD40,RUNX3,Human
CD40,RUNX2,Human
CD40,JMY,Human
CD40,BACH1,Human
CD40,NFE2L2,Human
CD40,TSC22D3,Human
CD40,HLTF,Human
CD40,SHPRH,Human
CD40,CTR9,Human
CD40,WDR5,Human
CD40,ERCC8,Human
CD40,DDB1,Human
CD40,RBBP7,Human
CD40,DDB2,Human
CD40,RUVBL1,Human
CD40,EIF5B,Human
CD40,CRY1,Human
CD40,HNRNPD,Human
CD40,XRCC3,Human
CD40,KAT5,Human
CD40,KDM4B,Human
CD40,NSD2,Human
CD40,TP53BP1,Human
CD40,PIAS4,Human
CD40,UIMC1,Human
CD40,XPC,Human
CD40,ERCC2,Human
CD40,ERCC3,Human
CD40,GTF2H1,Human
CD40,GTF2H2,Human
CD40,GTF2H3,Human
CD40,GTF2H4,Human
CD40,TCEA1,Human
CD40,ERCC6,Human
CD40,XAB2,Human
CD40,POLR2D,Human
CD40,HNRNPR,Human
CD40,PLRG1,Human
CD40,PQBP1,Human
CD40,GTF2F2,Human
CD40,SNRPB,Human
CD40,GCFC2,Human
CD40,POLR2C,Human
CD40,POLR2E,Human
CD40,POLR2A,Human
CD40,POLR2B,Human
CD40,GTF2F1,Human
CD40,FUS,Human
CD40,POLR2I,Human
CD40,RBMX,Human
CD40,PAPOLA,Human
CD40,POLR2H,Human
CD40,POLR2J,Human
CD40,POLR2K,Human
CD40,POLR2F,Human
CD40,HNRNPK,Human
CD40,SNRPD1,Human
CD40,POLR2G,Human
CD40,POLR2L,Human
CD40,YBX1,Human
CD40,SRSF3,Human
CD40,U2AF1,Human
CD40,SRSF2,Human
CD40,ELAVL2,Human
CD40,SRSF9,Human
CD40,SRSF5,Human
CD40,SRSF6,Human
CD40,SNW1,Human
CD40,ALYREF,Human
CD40,SUGP1,Human
CD40,SRRM1,Human
CD40,CTNNBL1,Human
CD40,DHX38,Human
CD40,CDC5L,Human
CD40,HNRNPUL1,Human
CD40,WBP11,Human
CD40,SMG6,Human
CD40,UPF1,Human
CD40,SMG1,Human
SLAMF1,EGFR,Human
SLAMF1,STAT3,Human
SLAMF1,STAT1,Human
SLAMF1,STAT4,Human
SLAMF1,SRC,Human
SLAMF1,STAT2,Human
SLAMF1,STAT5B,Human
SLAMF1,NFKB1,Human
SLAMF1,RELA,Human
SLAMF1,STAT5A,Human
SLAMF1,STAT6,Human
SLAMF1,SOS1,Human
SLAMF1,SOS2,Human
SLAMF1,PPARA,Human
SLAMF1,PPP3R1,Human
SLAMF1,IRF9,Human
SLAMF1,IL6,Human
SLAMF1,MAPK3,Human
SLAMF1,MAPK1,Human
SLAMF1,PTEN,Human
SLAMF1,IL2,Human
SLAMF1,IFNB1,Human
SLAMF1,PDGFB,Human
SLAMF1,PDGFA,Human
SLAMF1,CCND1,Human
SLAMF1,CDKN1A,Human
SLAMF1,TRIM24,Human
SLAMF1,FXR1,Human
SLAMF1,SND1,Human
SLAMF1,KIAA1549,Human
SLAMF1,BIN1,Human
CD226,SRC,Human
CD226,PTEN,Human
CTLA4,SRC,Human
CTLA4,SMG6,Human
CTLA4,AKT3,Human
CTLA4,AKT1,Human
CTLA4,AKT2,Human
CTLA4,SOS1,Human
CTLA4,SOS2,Human
CTLA4,WWTR1,Human
CTLA4,CTNNB1,Human
CTLA4,PRKCA,Human
CTLA4,MAPK1,Human
CTLA4,MAPK3,Human
CTLA4,TRAF6,Human
CTLA4,STAT1,Human
CTLA4,STAT2,Human
CTLA4,BATF,Human
CTLA4,BATF3,Human
CTLA4,IL6,Human
CTLA4,RB1,Human
CTLA4,EGFR,Human
CTLA4,EGF,Human
CTLA4,PTEN,Human
CTLA4,IL2,Human
CTLA4,STAT3,Human
CTLA4,STAT5A,Human
CTLA4,STAT5B,Human
CTLA4,IFNB1,Human
CTLA4,IFNG,Human
CTLA4,KNTC1,Human
CTLA4,AHCTF1,Human
CTLA4,CENPK,Human
CTLA4,MLXIPL,Human
CTLA4,MAPK11,Human
CTLA4,MAPK14,Human
CTLA4,APC,Human
CTLA4,PDGFB,Human
CTLA4,PDGFA,Human
CTLA4,CCND1,Human
CTLA4,CDKN1A,Human
CTLA4,RBL1,Human
CTLA4,FOXM1,Human
CTLA4,RBL2,Human
CTLA4,TLR4,Human
CTLA4,IRF3,Human
CTLA4,IRF7,Human
CTLA4,MDM2,Human
CTLA4,RUNX1,Human
CTLA4,RNPS1,Human
CTLA4,UPF1,Human
CTLA4,UPF2,Human
CTLA4,NME2,Human
CTLA4,ESR1,Human
CTLA4,ESR2,Human
CTLA4,FOS,Human
CTLA4,JUN,Human
CTLA4,MED1,Human
CTLA4,SP1,Human
CTLA4,NCOA3,Human
CTLA4,TOB1,Human
CTLA4,CNOT7,Human
CTLA4,BTG1,Human
CTLA4,BTG2,Human
CTLA4,CNOT8,Human
CTLA4,HES1,Human
CTLA4,FLT1,Human
CTLA4,NR4A1,Human
CTLA4,RASGRF1,Human
CTLA4,REL,Human
CTLA4,MAPK8,Human
CTLA4,MAPK9,Human
CTLA4,MAPK10,Human
CTLA4,CREB3,Human
CTLA4,CREB1,Human
CTLA4,CREB3L4,Human
CTLA4,CREB3L2,Human
CTLA4,CREB3L3,Human
CTLA4,CREB3L1,Human
CTLA4,CREB5,Human
CTLA4,CREBBP,Human
CTLA4,EP300,Human
CTLA4,GLI3,Human
CTLA4,NFATC1,Human
CTLA4,NFKB1,Human
CTLA4,NFKBIA,Human
CTLA4,PPARA,Human
CTLA4,RELA,Human
CTLA4,SOX9,Human
CTLA4,IKBKB,Human
CTLA4,IKBKG,Human
CTLA4,HIF1A,Human
CTLA4,VHL,Human
CTLA4,TP53,Human
CTLA4,PTTG1,Human
CTLA4,RB1CC1,Human
CTLA4,MYC,Human
CTLA4,FOXO3,Human
CTLA4,EHMT2,Human
CTLA4,FOXO1,Human
CTLA4,EHMT1,Human
CTLA4,FOXA2,Human
CTLA4,STAT4,Human
CTLA4,STAT6,Human
CTLA4,CDKN2A,Human
CTLA4,ATF2,Human
CTLA4,ATF6B,Human
CTLA4,ATF4,Human
CTLA4,TBL1X,Human
CTLA4,GLI1,Human
CTLA4,GLI2,Human
CTLA4,SMAD2,Human
CTLA4,SMAD3,Human
CTLA4,ABL1,Human
CTLA4,PPP3R1,Human
CTLA4,MAPK13,Human
CTLA4,MAPK12,Human
CTLA4,BBC3,Human
CTLA4,ID1,Human
CTLA4,ID2,Human
CTLA4,SMAD1,Human
CTLA4,SMAD4,Human
CTLA4,SMAD7,Human
CTLA4,LEF1,Human
CTLA4,SNAI2,Human
CTLA4,SOX2,Human
CTLA4,TCF7,Human
CTLA4,TCF7L2,Human
CTLA4,TEAD1,Human
CTLA4,TEAD4,Human
CTLA4,TEAD3,Human
CTLA4,TP73,Human
CTLA4,TCF7L1,Human
CTLA4,TEAD2,Human
CTLA4,NKD2,Human
CTLA4,SNAI1,Human
CTLA4,YBX3,Human
CTLA4,GATA4,Human
CTLA4,CEBPB,Human
CTLA4,FOSB,Human
CTLA4,JUND,Human
CTLA4,FOSL1,Human
CTLA4,NFATC2,Human
CTLA4,NFATC3,Human
CTLA4,BIN1,Human
CTLA4,PER1,Human
CTLA4,PER3,Human
CTLA4,PER2,Human
CTLA4,CLOCK,Human
CTLA4,SREBF1,Human
CTLA4,PDX1,Human
CTLA4,TTF1,Human
CTLA4,PAX8,Human
CTLA4,TTF2,Human
CTLA4,THRA,Human
CTLA4,ELK1,Human
CTLA4,MEF2C,Human
CTLA4,ATF1,Human
CTLA4,NR5A1,Human
CTLA4,PBX1,Human
CTLA4,MEF2A,Human
CTLA4,MEF2D,Human
CTLA4,NR4A2,Human
CTLA4,RUNX2,Human
CTLA4,JUNB,Human
CTLA4,NRBF2,Human
CTLA4,HCLS1,Human
CTLA4,NFKBIB,Human
CTLA4,TLR2,Human
CTLA4,IRF9,Human
CTLA4,AR,Human
CTLA4,EPAS1,Human
CTLA4,CEBPA,Human
CTLA4,SPI1,Human
CTLA4,TGFB1,Human
CTLA4,PIAS4,Human
CTLA4,NFE2L2,Human
CTLA4,PSMD9,Human
CTLA4,RFC1,Human
CTLA4,TRIM25,Human
CTLA4,DDB1,Human
CTLA4,SNRPB,Human
CTLA4,ZNF473,Human
CTLA4,SUPT5H,Human
CTLA4,SUPT4H1,Human
CTLA4,NELFCD,Human
CTLA4,NELFB,Human
CTLA4,CTDP1,Human
CTLA4,CTR9,Human
CTLA4,TERF1,Human
CTLA4,TERF2,Human
CTLA4,TRIM24,Human
CTLA4,BCR,Human
CTLA4,CUX1,Human
CTLA4,LRRFIP1,Human
CTLA4,CNTRL,Human
CTLA4,ZMYM2,Human
CTLA4,LIMD1,Human
CTLA4,HIF3A,Human
CTLA4,WWP1,Human
CTLA4,PGR,Human
CTLA4,MXD4,Human
CTLA4,HMGB1,Human
CTLA4,TRIM27,Human
CTLA4,PDLIM7,Human
CTLA4,PTF1A,Human
CTLA4,ARHGAP35,Human
CTLA4,SOX10,Human
CTLA4,NFKB2,Human
CTLA4,RELB,Human
CTLA4,SLA2,Human
CTLA4,IL1B,Human
CTLA4,TNFSF12,Human
CTLA4,TNF,Human
CTLA4,UBE2K,Human
CTLA4,TRIM21,Human
CTLA4,RNF4,Human
CTLA4,ZBTB16,Human
CTLA4,TRIM32,Human
CTLA4,ASB9,Human
CTLA4,RBCK1,Human
CTLA4,ASB8,Human
CTLA4,SMURF2,Human
CTLA4,RNF19A,Human
CTLA4,RLIM,Human
CTLA4,ASB6,Human
CTLA4,RNF14,Human
CTLA4,FBXO7,Human
CTLA4,ASB4,Human
CTLA4,AHRR,Human
CTLA4,RXRA,Human
CTLA4,ARNT,Human
CTLA4,AHR,Human
CTLA4,SREBF2,Human
CTLA4,NCOA2,Human
CTLA4,NCOA1,Human
CTLA4,SCD5,Human
CTLA4,NR1H4,Human
CTLA4,ARNT2,Human
CTLA4,BRCA1,Human
CTLA4,BRCA2,Human
CTLA4,RAD51,Human
CTLA4,ATM,Human
CTLA4,EEF1A1,Human
CTLA4,JAG1,Human
CTLA4,NOTCH4,Human
CTLA4,NOTCH3,Human
CTLA4,ELF3,Human
CTLA4,ALYREF,Human
CTLA4,SRSF3,Human
CTLA4,U2AF1,Human
CTLA4,SRSF2,Human
CTLA4,SRSF1,Human
CTLA4,SRSF9,Human
CTLA4,SRSF5,Human
CTLA4,SRSF6,Human
CTLA4,DHX38,Human
CTLA4,SRRM1,Human
CTLA4,JUP,Human
CTLA4,NF1,Human
CTLA4,TLE1,Human
CTLA4,TLE2,Human
CTLA4,TLE3,Human
CTLA4,SUFU,Human
CTLA4,RBFOX2,Human
CTLA4,TIAL1,Human
CTLA4,MEN1,Human
CTLA4,TAX1BP3,Human
CTLA4,CTBP1,Human
CTLA4,HMGA1,Human
CTLA4,TSG101,Human
CTLA4,PSIP1,Human
CTLA4,NPM1,Human
CTLA4,HSF1,Human
CTLA4,MDM4,Human
CTLA4,E2F3,Human
CTLA4,E2F1,Human
CTLA4,TFDP1,Human
CTLA4,TFDP2,Human
CTLA4,E2F2,Human
CTLA4,E2F5,Human
CTLA4,E2F4,Human
CTLA4,SMARCA5,Human
CTLA4,MIS18BP1,Human
CTLA4,RSF1,Human
CTLA4,RUVBL1,Human
CTLA4,FXR1,Human
CTLA4,SND1,Human
CTLA4,KIAA1549,Human
CTLA4,ETV6,Human
CTLA4,TRIP11,Human
CTLA4,MECP2,Human
CTLA4,TLR7,Human
CTLA4,XRCC6,Human
CTLA4,XRCC5,Human
CTLA4,IFI16,Human
CTLA4,NR1H2,Human
CTLA4,NR1H3,Human
CTLA4,GEMIN2,Human
CTLA4,SNRPD1,Human
CTLA4,DDX20,Human
CTLA4,DAB2,Human
CTLA4,POLR1C,Human
CTLA4,POLR1A,Human
CTLA4,POLR1D,Human
CTLA4,POLR2E,Human
CTLA4,TBP,Human
CTLA4,DEK,Human
CTLA4,POLR2H,Human
CTLA4,POLR2K,Human
CTLA4,POLR2F,Human
CTLA4,POLR2L,Human
CTLA4,ERCC6,Human
CTLA4,TAF1C,Human
CTLA4,TAF1A,Human
CTLA4,TAF1B,Human
CTLA4,MYBBP1A,Human
CTLA4,POLR1E,Human
CTLA4,POLR1B,Human
CTLA4,BAZ1B,Human
CTLA4,BRD2,Human
CTLA4,RUNX3,Human
CTLA4,CBFB,Human
CTLA4,HIVEP3,Human
CTLA4,JMY,Human
CTLA4,HDAC3,Human
CTLA4,NCOR1,Human
CTLA4,NCOR2,Human
CTLA4,RING1,Human
CTLA4,SSRP1,Human
CTLA4,RNF2,Human
CTLA4,SUPT16H,Human
CTLA4,NR3C1,Human
CTLA4,NR3C2,Human
CTLA4,BACH1,Human
CTLA4,TSC22D3,Human
CTLA4,PIAS3,Human
CTLA4,SP100,Human
CTLA4,PML,Human
CTLA4,HDAC4,Human
CTLA4,EIF5B,Human
CTLA4,HLTF,Human
CTLA4,SHPRH,Human
CTLA4,ERCC8,Human
CTLA4,DDB2,Human
CTLA4,TULP4,Human
CTLA4,CRY1,Human
CTLA4,ZFP36L1,Human
CTLA4,HNRNPD,Human
CTLA4,ZFP36,Human
CTLA4,RAD51B,Human
CTLA4,XRCC3,Human
CTLA4,KAT5,Human
CTLA4,BARD1,Human
CTLA4,BRIP1,Human
CTLA4,KDM4B,Human
CTLA4,NSD2,Human
CTLA4,TP53BP1,Human
CTLA4,UIMC1,Human
CTLA4,XPC,Human
CTLA4,COPS5,Human
CTLA4,ERCC2,Human
CTLA4,ERCC3,Human
CTLA4,GTF2H1,Human
CTLA4,GTF2H2,Human
CTLA4,GTF2H3,Human
CTLA4,GTF2H4,Human
CTLA4,TCEA1,Human
CTLA4,XAB2,Human
CTLA4,PDCD11,Human
CTLA4,POU2F1,Human
CTLA4,GTF2E1,Human
CTLA4,GTF2E2,Human
CTLA4,TAF6,Human
CTLA4,GTF2A1,Human
CTLA4,GTF2A2,Human
CTLA4,ELL,Human
CTLA4,GTF2B,Human
CTLA4,TAF5,Human
CTLA4,TAF13,Human
CTLA4,TAF11,Human
CTLA4,TAF9,Human
CTLA4,GCFC2,Human
CTLA4,PAPOLA,Human
CTLA4,HNRNPR,Human
CTLA4,PLRG1,Human
CTLA4,PQBP1,Human
CTLA4,FUS,Human
CTLA4,ELAVL2,Human
CTLA4,SUGP1,Human
CTLA4,CTNNBL1,Human
CTLA4,CDC5L,Human
CTLA4,HNRNPUL1,Human
CTLA4,WBP11,Human
CTLA4,DDX5,Human
CTLA4,RBMX,Human
CTLA4,HNRNPK,Human
CTLA4,YBX1,Human
CTLA4,SNW1,Human
CTLA4,SF1,Human
CTLA4,SMG1,Human
PDCD1,SOS1,Human
PDCD1,SOS2,Human
PDCD1,TRAF6,Human
PDCD1,MAPK1,Human
PDCD1,MAPK3,Human
PDCD1,SRC,Human
PDCD1,BATF,Human
PDCD1,BATF3,Human
PDCD1,IL6,Human
PDCD1,PTEN,Human
PDCD1,IL2,Human
PDCD1,IFNB1,Human
PDCD1,IFNG,Human
PDCD1,STAT1,Human
PDCD1,STAT2,Human
PDCD1,STAT3,Human
PDCD1,STAT5A,Human
PDCD1,STAT5B,Human
PDCD1,PDGFB,Human
PDCD1,PDGFA,Human
PDCD1,PSMD9,Human
PDCD1,TLR4,Human
PDCD1,IRF3,Human
PDCD1,IRF7,Human
PDCD1,BIN1,Human
PDCD1,RUNX1,Human
PDCD1,AKT3,Human
PDCD1,AKT1,Human
PDCD1,AKT2,Human
PDCD1,PRKCA,Human
PDCD1,ATM,Human
PDCD1,TP53,Human
PDCD1,SMG6,Human
PDCD1,EGFR,Human
PDCD1,FLT1,Human
PDCD1,MAPK8,Human
PDCD1,MAPK9,Human
PDCD1,MAPK10,Human
PDCD1,REL,Human
PDCD1,NFKBIA,Human
PDCD1,IKBKB,Human
PDCD1,IKBKG,Human
PDCD1,NFKB1,Human
PDCD1,RELA,Human
PDCD1,CDKN1A,Human
PDCD1,HIF1A,Human
PDCD1,STAT4,Human
PDCD1,STAT6,Human
PDCD1,CDKN2A,Human
PDCD1,FOXO1,Human
PDCD1,FOXO3,Human
PDCD1,MDM2,Human
PDCD1,TBL1X,Human
PDCD1,CTNNB1,Human
PDCD1,GLI1,Human
PDCD1,GLI2,Human
PDCD1,GLI3,Human
PDCD1,SMAD2,Human
PDCD1,SMAD3,Human
PDCD1,PPP3R1,Human
PDCD1,MAPK14,Human
PDCD1,MAPK11,Human
PDCD1,MAPK13,Human
PDCD1,MAPK12,Human
PDCD1,WWTR1,Human
PDCD1,RASGRF1,Human
PDCD1,SNAI1,Human
PDCD1,FOS,Human
PDCD1,JUN,Human
PDCD1,PER1,Human
PDCD1,PER3,Human
PDCD1,PER2,Human
PDCD1,ABL1,Human
PDCD1,THRA,Human
PDCD1,PPARA,Human
PDCD1,HCLS1,Human
PDCD1,NFKBIB,Human
PDCD1,TLR2,Human
PDCD1,NFATC1,Human
PDCD1,NFATC2,Human
PDCD1,NFATC3,Human
PDCD1,NR1H3,Human
PDCD1,RXRA,Human
PDCD1,RB1,Human
PDCD1,RBL1,Human
PDCD1,RBL2,Human
PDCD1,IRF9,Human
PDCD1,MYC,Human
PDCD1,CEBPA,Human
PDCD1,SPI1,Human
PDCD1,BBC3,Human
PDCD1,MIF,Human
PDCD1,RFC1,Human
PDCD1,TRIM25,Human
PDCD1,TRIM24,Human
PDCD1,BCR,Human
PDCD1,CUX1,Human
PDCD1,LRRFIP1,Human
PDCD1,CNTRL,Human
PDCD1,ZMYM2,Human
PDCD1,EGF,Human
PDCD1,VHL,Human
PDCD1,LIMD1,Human
PDCD1,EPAS1,Human
PDCD1,HIF3A,Human
PDCD1,WWP1,Human
PDCD1,HMGB1,Human
PDCD1,ESR1,Human
PDCD1,ESR2,Human
PDCD1,TRIM27,Human
PDCD1,PDLIM7,Human
PDCD1,PDX1,Human
PDCD1,PTF1A,Human
PDCD1,ARHGAP35,Human
PDCD1,SOX9,Human
PDCD1,RNPS1,Human
PDCD1,UPF2,Human
PDCD1,TNFSF12,Human
PDCD1,TNF,Human
PDCD1,NFKB2,Human
PDCD1,RELB,Human
PDCD1,SLA2,Human
PDCD1,TRIM21,Human
PDCD1,UBE2K,Human
PDCD1,RNF4,Human
PDCD1,ZBTB16,Human
PDCD1,TRIM32,Human
PDCD1,ASB9,Human
PDCD1,RBCK1,Human
PDCD1,ASB8,Human
PDCD1,SMURF2,Human
PDCD1,RNF19A,Human
PDCD1,RLIM,Human
PDCD1,ASB6,Human
PDCD1,RNF14,Human
PDCD1,FBXO7,Human
PDCD1,ASB4,Human
PDCD1,KNTC1,Human
PDCD1,AHCTF1,Human
PDCD1,CENPK,Human
PDCD1,SREBF1,Human
PDCD1,SREBF2,Human
PDCD1,MLXIPL,Human
PDCD1,NME2,Human
PDCD1,EEF1A1,Human
PDCD1,JAG1,Human
PDCD1,NOTCH4,Human
PDCD1,NOTCH3,Human
PDCD1,NOTCH2,Human
PDCD1,DAB2,Human
PDCD1,ALYREF,Human
PDCD1,SRSF3,Human
PDCD1,U2AF1,Human
PDCD1,SRSF2,Human
PDCD1,SRSF1,Human
PDCD1,SRSF9,Human
PDCD1,SRSF5,Human
PDCD1,SRSF6,Human
PDCD1,SRRM1,Human
PDCD1,DHX38,Human
PDCD1,APC,Human
PDCD1,SUFU,Human
PDCD1,NF1,Human
PDCD1,SMAD7,Human
PDCD1,TGFB1,Human
PDCD1,TLE1,Human
PDCD1,TLE2,Human
PDCD1,TLE3,Human
PDCD1,MYCN,Human
PDCD1,MEN1,Human
PDCD1,JUP,Human
PDCD1,TCF7,Human
PDCD1,CTBP1,Human
PDCD1,TCF7L1,Human
PDCD1,TCF7L2,Human
PDCD1,LEF1,Human
PDCD1,TSG101,Human
PDCD1,PSIP1,Human
PDCD1,HMGA1,Human
PDCD1,NPM1,Human
PDCD1,HSF1,Human
PDCD1,CCND1,Human
PDCD1,MDM4,Human
PDCD1,PTTG1,Human
PDCD1,FOXM1,Human
PDCD1,FXR1,Human
PDCD1,SND1,Human
PDCD1,KIAA1549,Human
PDCD1,ETV6,Human
PDCD1,TRIP11,Human
PDCD1,RAD51B,Human
PDCD1,BRCA1,Human
PDCD1,BRCA2,Human
PDCD1,RAD51,Human
PDCD1,BARD1,Human
PDCD1,BRIP1,Human
PDCD1,MECP2,Human
PDCD1,IL1B,Human
PDCD1,XRCC6,Human
PDCD1,XRCC5,Human
PDCD1,IFI16,Human
PDCD1,NR1H2,Human
PDCD1,GEMIN2,Human
PDCD1,SNRPB,Human
PDCD1,SNRPD1,Human
PDCD1,DDX20,Human
PDCD1,PREB,Human
PDCD1,POLR1C,Human
PDCD1,SMARCA5,Human
PDCD1,POLR1A,Human
PDCD1,POLR1D,Human
PDCD1,POLR2E,Human
PDCD1,TBP,Human
PDCD1,DEK,Human
PDCD1,POLR2H,Human
PDCD1,POLR2K,Human
PDCD1,POLR2F,Human
PDCD1,POLR2L,Human
PDCD1,ERCC6,Human
PDCD1,EP300,Human
PDCD1,TAF1C,Human
PDCD1,TAF1A,Human
PDCD1,TAF1B,Human
PDCD1,KAT2B,Human
PDCD1,POLR1E,Human
PDCD1,POLR1B,Human
PDCD1,HIVEP3,Human
PDCD1,BRD2,Human
PDCD1,RUNX3,Human
PDCD1,CBFB,Human
PDCD1,TP73,Human
PDCD1,RUNX2,Human
PDCD1,JMY,Human
PDCD1,RING1,Human
PDCD1,SSRP1,Human
PDCD1,RNF2,Human
PDCD1,SUPT16H,Human
PDCD1,BACH1,Human
PDCD1,NFE2L2,Human
PDCD1,TSC22D3,Human
PDCD1,SP100,Human
PDCD1,PML,Human
PDCD1,HDAC4,Human
PDCD1,HLTF,Human
PDCD1,SHPRH,Human
PDCD1,CTR9,Human
PDCD1,RUVBL1,Human
PDCD1,EIF5B,Human
PDCD1,CRY1,Human
PDCD1,HNRNPD,Human
PDCD1,XRCC3,Human
PDCD1,KAT5,Human
PDCD1,KDM4B,Human
PDCD1,NSD2,Human
PDCD1,TP53BP1,Human
PDCD1,PIAS4,Human
PDCD1,UIMC1,Human
PDCD1,XPC,Human
PDCD1,DDB1,Human
PDCD1,DDB2,Human
PDCD1,ERCC2,Human
PDCD1,ERCC3,Human
PDCD1,GTF2H1,Human
PDCD1,GTF2H2,Human
PDCD1,GTF2H3,Human
PDCD1,GTF2H4,Human
PDCD1,TCEA1,Human
PDCD1,ERCC8,Human
PDCD1,XAB2,Human
PDCD1,GCFC2,Human
PDCD1,PAPOLA,Human
PDCD1,UPF1,Human
PDCD1,SMG1,Human
CD80,PTEN,Human
CD80,SOS1,Human
CD80,PRKCA,Human
CD80,SMG6,Human
CD80,MAPK8,Human
CD80,MAPK9,Human
CD80,MAPK10,Human
CD80,AKT3,Human
CD80,AKT1,Human
CD80,AKT2,Human
CD80,SOS2,Human
CD80,PPP3R1,Human
CD80,MAPK14,Human
CD80,MAPK11,Human
CD80,MAPK13,Human
CD80,MAPK12,Human
CD80,WWTR1,Human
CD80,MAPK1,Human
CD80,MAPK3,Human
CD80,SRC,Human
CD80,FOS,Human
CD80,JUN,Human
CD80,NFATC1,Human
CD80,NFATC2,Human
CD80,NFATC3,Human
CD80,NFKB1,Human
CD80,RELA,Human
CD80,STAT1,Human
CD80,STAT2,Human
CD80,RB1,Human
CD80,TRIM24,Human
CD80,BCR,Human
CD80,CUX1,Human
CD80,LRRFIP1,Human
CD80,CNTRL,Human
CD80,ZMYM2,Human
CD80,ABL1,Human
CD80,CTNNB1,Human
CD80,IL2,Human
CD80,MLXIPL,Human
CD80,PDGFB,Human
CD80,PDGFA,Human
CD80,ESR1,Human
CD80,MEN1,Human
CD80,EGFR,Human
CD80,EGF,Human
CD80,JUP,Human
CD80,KNTC1,Human
CD80,AHCTF1,Human
CD80,CENPK,Human
CD80,RBL1,Human
CD80,FOXM1,Human
CD80,RBL2,Human
CD80,NPM1,Human
CD80,TLR4,Human
CD80,MDM2,Human
CD80,RNPS1,Human
CD80,UPF1,Human
CD80,UPF2,Human
CD80,ENO1,Human
CD80,NME2,Human
CD80,SIRT2,Human
CD80,SIRT3,Human
CD80,SIRT1,Human
CD80,SIRT7,Human
CD80,STAT3,Human
CD80,ESR2,Human
CD80,MED1,Human
CD80,SP1,Human
CD80,NCOA3,Human
CD80,TOB1,Human
CD80,CNOT7,Human
CD80,BTG1,Human
CD80,BTG2,Human
CD80,CNOT8,Human
CD80,HES1,Human
CD80,FLT1,Human
CD80,TRAF6,Human
CD80,IKBKB,Human
CD80,IKBKG,Human
CD80,NR4A1,Human
CD80,RASGRF1,Human
CD80,STAT5A,Human
CD80,STAT5B,Human
CD80,RGS14,Human
CD80,ID1,Human
CD80,NFATC4,Human
CD80,CREB3,Human
CD80,CREB1,Human
CD80,CREB3L4,Human
CD80,CREB3L2,Human
CD80,CREB3L3,Human
CD80,CREB3L1,Human
CD80,CREB5,Human
CD80,CREBBP,Human
CD80,EP300,Human
CD80,GLI3,Human
CD80,NFKBIA,Human
CD80,PPARA,Human
CD80,SOX9,Human
CD80,TP53,Human
CD80,PTTG1,Human
CD80,HIF1A,Human
CD80,FOXO3,Human
CD80,EHMT2,Human
CD80,FOXO1,Human
CD80,EHMT1,Human
CD80,PPARGC1A,Human
CD80,FOXA2,Human
CD80,STAT4,Human
CD80,STAT6,Human
CD80,IL1B,Human
CD80,CDKN2A,Human
CD80,ATF2,Human
CD80,ATF6B,Human
CD80,ATF4,Human
CD80,GLI1,Human
CD80,GLI2,Human
CD80,HDAC5,Human
CD80,HDAC4,Human
CD80,BBC3,Human
CD80,ID2,Human
CD80,SMAD1,Human
CD80,SMAD2,Human
CD80,SMAD3,Human
CD80,SMAD4,Human
CD80,SMAD7,Human
CD80,MYC,Human
CD80,LEF1,Human
CD80,CCND1,Human
CD80,SNAI2,Human
CD80,SOX2,Human
CD80,TCF7,Human
CD80,TCF7L2,Human
CD80,TEAD1,Human
CD80,TEAD4,Human
CD80,TEAD3,Human
CD80,TP73,Human
CD80,TCF7L1,Human
CD80,TEAD2,Human
CD80,NKD2,Human
CD80,SNAI1,Human
CD80,GATA4,Human
CD80,IRF7,Human
CD80,FOSB,Human
CD80,JUND,Human
CD80,FOSL1,Human
CD80,BIN1,Human
CD80,PPARG,Human
CD80,SREBF1,Human
CD80,PDX1,Human
CD80,TTF1,Human
CD80,PAX8,Human
CD80,TTF2,Human
CD80,THRA,Human
CD80,ELK1,Human
CD80,MEF2C,Human
CD80,ATF1,Human
CD80,NR5A1,Human
CD80,PBX1,Human
CD80,MEF2A,Human
