receptor,tf,species
Ednra,Atf6b,Mouse
Ednra,Creb3l2,Mouse
Ednra,Creb3l3,Mouse
Ednra,Creb5,Mouse
Ednra,Creb3l1,Mouse
Ednra,Creb3l4,Mouse
Ednra,Thra,Mouse
Ednra,Atf1,Mouse
Ednra,Smad2,Mouse
Ednra,Tgfb1,Mouse
Ednra,Apbb1,Mouse
Ednra,Hcls1,Mouse
Ednra,Il10,Mouse
Ednra,Stat1,Mouse
Ednra,Tnf,Mouse
Ednra,Abl1,Mouse
Ednra,Sos1,Mouse
Ednra,Syt1,Mouse
Ednra,Nfatc2,Mouse
Ednra,Hgf,Mouse
Ednra,Csf2,Mouse
Ednra,Ifng,Mouse
Ednra,Nfkb2,Mouse
Ednra,Stat4,Mouse
Ednra,Rxra,Mouse
Ednra,Ahr,Mouse
Ednra,Arnt,Mouse
Ednra,Ncoa1,Mouse
Ednra,Srebf2,Mouse
Ednra,Ahrr,Mouse
Ednra,Nr1h4,Mouse
Ednra,Ncoa2,Mouse
Ednra,Arnt2,Mouse
Ednra,Stat5a,Mouse
Ednra,Stat5b,Mouse
Ednra,Smad6,Mouse
Ednra,Map3k7,Mouse
Ednra,Epo,Mouse
Ednra,Wnt5a,Mouse
Ednra,Pth,Mouse
Ednra,Nf1,Mouse
Ednra,Wnt1,Mouse
Ednra,Men1,Mouse
Ednra,Jup,Mouse
Ednra,Kntc1,Mouse
Ednra,Ahctf1,Mouse
Ednra,Cenpk,Mouse
Ednra,Bub3,Mouse
Ednra,Sowahc,Mouse
Ednra,Smurf1,Mouse
Ednra,Tax1bp3,Mouse
Ednra,Myd88,Mouse
Ednra,Ccnd1,Mouse
Ednra,Tlr4,Mouse
Ednra,Dab2,Mouse
Ednra,Cbfb,Mouse
Ednra,Trp53,Mouse
Ednra,Hsf1,Mouse
Ednrb,Mapk1,Mouse
Ednrb,Mapk3,Mouse
Ednrb,Rapgef3,Mouse
Ednrb,Mapk11,Mouse
Ednrb,Mapk10,Mouse
Ednrb,Mapk13,Mouse
Ednrb,Mapk14,Mouse
Ednrb,Mapk8,Mouse
Ednrb,Mapk9,Mouse
Ednrb,Mapk12,Mouse
Ednrb,Esr2,Mouse
Ednrb,Esr1,Mouse
Ednrb,Rgs14,Mouse
Ednrb,Gnrh1,Mouse
Ednrb,Edn1,Mouse
Ednrb,Nme2,Mouse
Ednrb,Raf1,Mouse
Ednrb,Stat3,Mouse
Ednrb,Akt1,Mouse
Ednrb,Fos,Mouse
Ednrb,Jun,Mouse
Ednrb,Mmp9,Mouse
Ednrb,Ncoa3,Mouse
Ednrb,Med1,Mouse
Ednrb,Sp1,Mouse
Ednrb,Ikbkb,Mouse
Ednrb,Ikbkg,Mouse
Ednrb,Crebbp,Mouse
Ednrb,Ep300,Mouse
Ednrb,Foxo6,Mouse
Ednrb,Foxo4,Mouse
Ednrb,Foxo1,Mouse
Ednrb,Foxo3,Mouse
Ednrb,Gcgr,Mouse
Ednrb,Hif1a,Mouse
Ednrb,Ppargc1a,Mouse
Ednrb,Srebf1,Mouse
Ednrb,Sirt1,Mouse
Ednrb,Notch1,Mouse
Ednrb,Notch2,Mouse
Ednrb,Notch3,Mouse
Ednrb,Notch4,Mouse
Ednrb,Klf2,Mouse
Ednrb,Hdac5,Mouse
Ednrb,Hdac4,Mouse
Ednrb,Creb1,Mouse
Ednrb,Smad1,Mouse
Ednrb,Ilk,Mouse
Ednrb,Ctnnb1,Mouse
Ednrb,Gata4,Mouse
Ednrb,Smad5,Mouse
Ednrb,Smad9,Mouse
Ednrb,Nfkb1,Mouse
Ednrb,Rela,Mouse
Ednrb,Epor,Mouse
Ednrb,Bin1,Mouse
Ednrb,Cry1,Mouse
Ednrb,Atf4,Mouse
Ednrb,Grin1,Mouse
Ednrb,Atf2,Mouse
Ednrb,Creb3,Mouse
Ednrb,Atf6b,Mouse
Ednrb,Creb3l2,Mouse
Ednrb,Creb3l3,Mouse
Ednrb,Creb5,Mouse
Ednrb,Creb3l1,Mouse
Ednrb,Creb3l4,Mouse
Ednrb,Thra,Mouse
Ednrb,Atf1,Mouse
Ednrb,Smad2,Mouse
Ednrb,Tgfb1,Mouse
Ednrb,Apbb1,Mouse
Ednrb,Hcls1,Mouse
Ednrb,Il10,Mouse
Ednrb,Stat1,Mouse
Ednrb,Tnf,Mouse
Ednrb,Abl1,Mouse
Ednrb,Sos1,Mouse
Ednrb,Syt1,Mouse
Ednrb,Arl6ip5,Mouse
Ednrb,Nfatc2,Mouse
Ednrb,Hgf,Mouse
Ednrb,Csf2,Mouse
Ednrb,Ifng,Mouse
Ednrb,Nfkb2,Mouse
Ednrb,Stat4,Mouse
Ednrb,Rxra,Mouse
Ednrb,Ahr,Mouse
Ednrb,Arnt,Mouse
Ednrb,Ncoa1,Mouse
Ednrb,Srebf2,Mouse
Ednrb,Ahrr,Mouse
Ednrb,Nr1h4,Mouse
Ednrb,Ncoa2,Mouse
Ednrb,Arnt2,Mouse
Ednrb,Stat5a,Mouse
Ednrb,Stat5b,Mouse
Ednrb,Smad6,Mouse
Ednrb,Map3k7,Mouse
Ednrb,Epo,Mouse
Ednrb,Wnt5a,Mouse
Ednrb,Pth,Mouse
Ednrb,Nf1,Mouse
Ednrb,Wnt1,Mouse
Ednrb,Men1,Mouse
Ednrb,Jup,Mouse
Ednrb,Kntc1,Mouse
Ednrb,Ahctf1,Mouse
Ednrb,Cenpk,Mouse
Ednrb,Bub3,Mouse
Ednrb,Sowahc,Mouse
Ednrb,Smurf1,Mouse
Ednrb,Tax1bp3,Mouse
Ednrb,Myd88,Mouse
Ednrb,Ccnd1,Mouse
Ednrb,Tlr4,Mouse
Ednrb,Dab2,Mouse
Ednrb,Cbfb,Mouse
Ednrb,Trp53,Mouse
Ednrb,Hsf1,Mouse
Ednrb,Kcnip3,Mouse
Kel,Mapk14,Mouse
Kel,Bin1,Mouse
Aqp1,Rxra,Mouse
Aqp1,Ncoa1,Mouse
Aqp1,Nme2,Mouse
Aqp1,Nr1h4,Mouse
Aqp1,Ncoa2,Mouse
Aqp1,Ahr,Mouse
Aqp1,Arnt,Mouse
Aqp1,Srebf2,Mouse
Aqp1,Ahrr,Mouse
Aqp1,Arnt2,Mouse
Aqp1,Srebf1,Mouse
Aqp1,Bin1,Mouse
Aqp1,Kcnip3,Mouse
Aqp1,Dnmt1,Mouse
Aqp1,Dnmt3a,Mouse
Aqp1,Dnmt3b,Mouse
Aqp1,Sirt7,Mouse
Aqp1,Sirt2,Mouse
Aqp1,Sirt3,Mouse
Aqp1,Sirt5,Mouse
Aqp1,Sirt4,Mouse
Aqp1,Sirt1,Mouse
Aqp1,Pcbd1,Mouse
Aqp1,Pcbd2,Mouse
Aqp1,Raf1,Mouse
Aqp1,Akt1,Mouse
Aqp1,Stat5a,Mouse
Aqp1,Stat5b,Mouse
Aqp1,Crebbp,Mouse
Aqp1,Ep300,Mouse
Aqp1,Mapk1,Mouse
Aqp1,Mapk3,Mouse
Aqp1,Ilk,Mouse
Aqp1,Ctnnb1,Mouse
Aqp1,Hcls1,Mouse
Aqp1,Ybx3,Mouse
Aqp1,Rapgef3,Mouse
Aqp1,Grin1,Mouse
Aqp1,Atf4,Mouse
Aqp1,Mapk11,Mouse
Aqp1,Mapk10,Mouse
Aqp1,Mapk13,Mouse
Aqp1,Mapk14,Mouse
Aqp1,Mapk8,Mouse
Aqp1,Mapk9,Mouse
Aqp1,Mapk12,Mouse
Aqp1,Fos,Mouse
Aqp1,Sos1,Mouse
Aqp1,Sos2,Mouse
Aqp1,Atf2,Mouse
Aqp1,Creb1,Mouse
Aqp1,Creb3,Mouse
Aqp1,Atf6b,Mouse
Aqp1,Pax8,Mouse
Aqp1,Creb3l2,Mouse
Aqp1,Creb3l3,Mouse
Aqp1,Ttf1,Mouse
Aqp1,Creb5,Mouse
Aqp1,Creb3l1,Mouse
Aqp1,Ttf2,Mouse
Aqp1,Creb3l4,Mouse
Aqp1,Foxo1,Mouse
Aqp1,Atf1,Mouse
Aqp1,Nfkbia,Mouse
Aqp1,Ppara,Mouse
Aqp1,Ppargc1a,Mouse
Aqp1,Tardbp,Mouse
Aqp1,Stat1,Mouse
Aqp1,Il10,Mouse
Aqp1,Tgfb1,Mouse
Aqp1,Nr1h3,Mouse
Aqp1,Rb1,Mouse
Aqp1,Rbl1,Mouse
Aqp1,Rbl2,Mouse
Aqp1,Elk1,Mouse
Aqp1,Ar,Mouse
Aqp1,Wnt1,Mouse
Aqp1,Wnt5a,Mouse
Aqp1,Mmp9,Mouse
Aqp1,Nfkb1,Mouse
Aqp1,Rela,Mouse
Aqp1,Pou2f1,Mouse
Aqp1,Pou2f2,Mouse
Aqp1,Pou2f3,Mouse
Aqp1,Rfc1,Mouse
Aqp1,Syt1,Mouse
Aqp1,Arl6ip5,Mouse
Aqp1,Nfkbib,Mouse
Aqp1,Nfatc2,Mouse
Aqp1,Vhl,Mouse
Aqp1,Epas1,Mouse
Aqp1,Hif3a,Mouse
Aqp1,Wwp1,Mouse
Aqp1,Trim27,Mouse
Aqp1,Maf1,Mouse
Aqp1,Esr2,Mouse
Aqp1,Esr1,Mouse
Aqp1,Myd88,Mouse
Aqp1,Hgf,Mouse
Aqp1,Tnf,Mouse
Aqp1,Relb,Mouse
Aqp1,Nfkb2,Mouse
Aqp1,Ifng,Mouse
Aqp1,Csf2,Mouse
Aqp1,Smurf2,Mouse
Aqp1,Lmo7,Mouse
Aqp1,Rnf19a,Mouse
Aqp1,Ube2k,Mouse
Aqp1,Trim32,Mouse
Aqp1,Asb9,Mouse
Aqp1,Asb6,Mouse
Aqp1,Smurf1,Mouse
Aqp1,Asb12,Mouse
Aqp1,Rnf6,Mouse
Aqp1,Rnf14,Mouse
Aqp1,Rnf4,Mouse
Aqp1,Rlim,Mouse
Aqp1,Rbck1,Mouse
Aqp1,Asb4,Mouse
Aqp1,Asb1,Mouse
Aqp1,Keap1,Mouse
Aqp1,Kntc1,Mouse
Aqp1,Ahctf1,Mouse
Aqp1,Cenpk,Mouse
Aqp1,Bub3,Mouse
Aqp1,Notch3,Mouse
Aqp1,Rgs14,Mouse
Aqp1,Gli3,Mouse
Aqp1,Sufu,Mouse
Aqp1,Gli1,Mouse
Aqp1,Nf1,Mouse
Aqp1,Tle3,Mouse
Aqp1,Gli2,Mouse
Aqp1,Shh,Mouse
Aqp1,Tle1,Mouse
Aqp1,Tle2,Mouse
Aqp1,Map3k7,Mouse
Aqp1,Gnrh1,Mouse
Aqp1,Edn1,Mouse
Aqp1,Pth,Mouse
Aqp1,Hif1a,Mouse
Aqp1,Epo,Mouse
Aqp1,Epor,Mouse
Aqp1,Atm,Mouse
Aqp1,Mdm4,Mouse
Aqp1,Trp53,Mouse
Aqp1,Mdm2,Mouse
Aqp1,Pttg1,Mouse
Aqp1,Trp53bp1,Mouse
Aqp1,Uimc1,Mouse
Aqp1,Pias4,Mouse
Aqp1,Tlr4,Mouse
Aqp1,Irf3,Mouse
Aqp1,Ikbkg,Mouse
Aqp1,Nr1h2,Mouse
Aqp1,Preb,Mouse
Aqp1,Dab2,Mouse
Aqp1,Tsg101,Mouse
Aqp1,Runx2,Mouse
Aqp1,Trp73,Mouse
Aqp1,Pgr,Mouse
Aqp1,Bach1,Mouse
Aqp1,Nfe2l2,Mouse
Aqp1,Hsf1,Mouse
Aqp1,Tsc22d3,Mouse
Aqp1,Dmp1,Mouse
Aqp1,Men1,Mouse
Aqp1,Csf1,Mouse
Aqp1,Bmp4,Mouse
Aqp1,Ctr9,Mouse
Aqp1,Hltf,Mouse
Aqp1,Eif5b,Mouse
Aqp1,Hnrnpd,Mouse
Aqp1,Brca2,Mouse
Aqp1,Rad51,Mouse
Aqp1,Brip1,Mouse
Aqp1,Kat5,Mouse
Aqp1,Xrcc3,Mouse
Aqp1,Nsd2,Mouse
Aqp1,Kdm4a,Mouse
Aqp1,Kdm4b,Mouse
Aqp1,Xpa,Mouse
Aqp1,Ercc8,Mouse
Aqp1,Upf1,Mouse
Epha1,Abl1,Mouse
Epha1,Raf1,Mouse
Epha1,Mapk1,Mouse
Epha1,Mapk3,Mouse
Epha1,Stat5a,Mouse
Epha1,Stat5b,Mouse
Epha1,Mapk10,Mouse
Epha1,Mapk8,Mouse
Epha1,Mapk9,Mouse
Epha1,Hif1a,Mouse
Epha1,Mapk11,Mouse
Epha1,Mapk13,Mouse
Epha1,Mapk14,Mouse
Epha1,Mapk12,Mouse
Epha1,Ctnnb1,Mouse
Epha1,Snai1,Mouse
Epha1,Gata4,Mouse
Epha1,Fos,Mouse
Epha1,Jun,Mouse
Epha1,Zfp110,Mouse
Epha1,Prdm4,Mouse
Epha1,Sos1,Mouse
Epha1,Sos2,Mouse
Epha1,Akt1,Mouse
Epha1,Myc,Mouse
Epha1,Nfkb1,Mouse
Epha1,Rela,Mouse
Epha1,Cebpa,Mouse
Epha1,Spi1,Mouse
Epha1,Stat3,Mouse
Epha1,Grin1,Mouse
Epha1,Csf1,Mouse
Epha1,Nme2,Mouse
Epha1,Stat6,Mouse
Epha1,Nf1,Mouse
Epha1,Men1,Mouse
Epha1,Jup,Mouse
Epha1,Kntc1,Mouse
Epha1,Ahctf1,Mouse
Epha1,Cenpk,Mouse
Epha1,Bub3,Mouse
Epha1,Sowahc,Mouse
Epha1,Tgfb1,Mouse
Epha1,Smurf1,Mouse
Epha1,Tax1bp3,Mouse
Epha1,Bin1,Mouse
Epha1,Ep300,Mouse
Epha1,Cbfb,Mouse
Epha2,Abl1,Mouse
Epha2,Sos1,Mouse
Epha2,Sos2,Mouse
Epha2,Mapk10,Mouse
Epha2,Mapk8,Mouse
Epha2,Mapk9,Mouse
Epha2,Mapk1,Mouse
Epha2,Mapk3,Mouse
Epha2,Nfkb1,Mouse
Epha2,Rela,Mouse
Epha2,Hgf,Mouse
Epha2,Csf2,Mouse
Epha2,Epo,Mouse
Epha2,Epor,Mouse
Epha2,Esr1,Mouse
Epha2,Bin1,Mouse
Epha2,Raf1,Mouse
Epha2,Stat3,Mouse
Epha2,Akt1,Mouse
Epha2,Esr2,Mouse
Epha2,Fos,Mouse
Epha2,Jun,Mouse
Epha2,Mmp9,Mouse
Epha2,Ncoa3,Mouse
Epha2,Med1,Mouse
Epha2,Sp1,Mouse
Epha2,Tsg101,Mouse
Epha2,Nfatc1,Mouse
Epha2,Nfatc3,Mouse
Epha2,Mapk11,Mouse
Epha2,Mapk13,Mouse
Epha2,Mapk14,Mouse
Epha2,Mapk12,Mouse
Epha2,Ikbkb,Mouse
Epha2,Ikbkg,Mouse
Epha2,Stat5a,Mouse
Epha2,Stat5b,Mouse
Epha2,Id1,Mouse
Epha2,Rgs14,Mouse
Epha2,Nfatc2,Mouse
Epha2,Nfatc4,Mouse
Epha2,Stat1,Mouse
Epha2,Stat2,Mouse
Epha2,Crebbp,Mouse
Epha2,Ep300,Mouse
Epha2,Hif1a,Mouse
Epha2,Stat4,Mouse
Epha2,Stat6,Mouse
Epha2,Foxo1,Mouse
Epha2,Foxo3,Mouse
Epha2,Ilk,Mouse
Epha2,Wwtr1,Mouse
Epha2,Tead1,Mouse
Epha2,Tead2,Mouse
Epha2,Tead3,Mouse
Epha2,Tead4,Mouse
Epha2,Ctnnb1,Mouse
Epha2,Snai1,Mouse
Epha2,Gata4,Mouse
Epha2,Map3k7,Mouse
Epha2,Il17a,Mouse
Epha2,Pparg,Mouse
Epha2,Grin1,Mouse
Epha2,Atf4,Mouse
Epha2,Zfp110,Mouse
Epha2,Prdm4,Mouse
Epha2,Srebf1,Mouse
Epha2,Atf2,Mouse
Epha2,Creb1,Mouse
Epha2,Creb3,Mouse
Epha2,Atf6b,Mouse
Epha2,Pax8,Mouse
Epha2,Creb3l2,Mouse
Epha2,Creb3l3,Mouse
Epha2,Ttf1,Mouse
Epha2,Creb5,Mouse
Epha2,Creb3l1,Mouse
Epha2,Ttf2,Mouse
Epha2,Creb3l4,Mouse
Epha2,Thra,Mouse
Epha2,Atf1,Mouse
Epha2,Nfkbia,Mouse
Epha2,Nr1h3,Mouse
Epha2,Nr1h2,Mouse
Epha2,Nrbf2,Mouse
Epha2,Tardbp,Mouse
Epha2,Hcls1,Mouse
Epha2,Irf9,Mouse
Epha2,Ar,Mouse
Epha2,Elk1,Mouse
Epha2,Myc,Mouse
Epha2,Cebpa,Mouse
Epha2,Spi1,Mouse
Epha2,Smarca4,Mouse
Epha2,Smarcb1,Mouse
Epha2,Smarcc1,Mouse
Epha2,Arid1b,Mouse
Epha2,Brd7,Mouse
Epha2,Smarce1,Mouse
Epha2,Pbrm1,Mouse
Epha2,Smarcd3,Mouse
Epha2,Smarca2,Mouse
Epha2,Smarcc2,Mouse
Epha2,Phf10,Mouse
Epha2,Arid2,Mouse
Epha2,Smarcd2,Mouse
Epha2,Smarcd1,Mouse
Epha2,Arid1a,Mouse
Epha2,Batf3,Mouse
Epha2,Batf,Mouse
Epha2,Batf2,Mouse
Epha2,Tgfb1,Mouse
Epha2,Pou2f1,Mouse
Epha2,Pou2f2,Mouse
Epha2,Pou2f3,Mouse
Epha2,Trp53,Mouse
Epha2,Pias4,Mouse
Epha2,Rfc1,Mouse
Epha2,Syt1,Mouse
Epha2,Rb1,Mouse
Epha2,Nfkbib,Mouse
Epha2,Epas1,Mouse
Epha2,Hif3a,Mouse
Epha2,Wwp1,Mouse
Epha2,Trim27,Mouse
Epha2,Myd88,Mouse
Epha2,Csf1,Mouse
Epha2,Relb,Mouse
Epha2,Nfkb2,Mouse
Epha2,Ifng,Mouse
Epha2,Sla2,Mouse
Epha2,Il4,Mouse
Epha2,Ctf1,Mouse
Epha2,Smurf2,Mouse
Epha2,Lmo7,Mouse
Epha2,Vhl,Mouse
Epha2,Rnf19a,Mouse
Epha2,Ube2k,Mouse
Epha2,Trim32,Mouse
Epha2,Asb9,Mouse
Epha2,Asb6,Mouse
Epha2,Smurf1,Mouse
Epha2,Asb12,Mouse
Epha2,Rnf6,Mouse
Epha2,Rnf14,Mouse
Epha2,Rnf4,Mouse
Epha2,Rlim,Mouse
Epha2,Rbck1,Mouse
Epha2,Asb4,Mouse
Epha2,Asb1,Mouse
Epha2,Keap1,Mouse
Epha2,Kntc1,Mouse
Epha2,Ahctf1,Mouse
Epha2,Cenpk,Mouse
Epha2,Bub3,Mouse
Epha2,Nme2,Mouse
Epha2,Rxra,Mouse
Epha2,Ahr,Mouse
Epha2,Arnt,Mouse
Epha2,Ncoa1,Mouse
Epha2,Srebf2,Mouse
Epha2,Ahrr,Mouse
Epha2,Nr1h4,Mouse
Epha2,Ncoa2,Mouse
Epha2,Arnt2,Mouse
Epha2,Comp,Mouse
Epha2,Notch3,Mouse
Epha2,Elf3,Mouse
Epha2,Dab2,Mouse
Epha2,Men1,Mouse
Epha2,Gli1,Mouse
Epha2,Nf1,Mouse
Epha2,Tle3,Mouse
Epha2,Gli2,Mouse
Epha2,Gli3,Mouse
Epha2,Shh,Mouse
Epha2,Tle1,Mouse
Epha2,Tle2,Mouse
Epha2,Sufu,Mouse
Epha2,Wnt5a,Mouse
Epha2,Jup,Mouse
Epha2,Sowahc,Mouse
Epha2,Tax1bp3,Mouse
Epha2,Atm,Mouse
Epha2,Ccnd1,Mouse
Epha2,Mdm4,Mouse
Epha2,Mdm2,Mouse
Epha2,Pttg1,Mouse
Epha2,Rbl2,Mouse
Epha2,Rbl1,Mouse
Epha2,Tlr4,Mouse
Epha2,Irf7,Mouse
Epha2,Irf3,Mouse
Epha2,Runx2,Mouse
Epha2,Trp73,Mouse
Epha2,Cbfb,Mouse
Epha2,Ing2,Mouse
Epha2,Bach1,Mouse
Epha2,Nfe2l2,Mouse
Epha2,Hsf1,Mouse
Epha2,Tsc22d3,Mouse
Epha2,Ctr9,Mouse
Epha2,Hltf,Mouse
Epha2,Ruvbl1,Mouse
Epha2,Yy1,Mouse
Epha2,Nfrkb,Mouse
Epha2,Eif5b,Mouse
Epha2,Kcnip3,Mouse
Epha2,Hnrnpd,Mouse
Epha2,Hspb1,Mouse
Epha2,Brca2,Mouse
Epha2,Rad51,Mouse
Epha2,Brip1,Mouse
Epha2,Kat5,Mouse
Epha2,Xrcc3,Mouse
Epha2,Nsd2,Mouse
Epha2,Kdm4a,Mouse
Epha2,Kdm4b,Mouse
Epha2,Cops5,Mouse
Epha2,Xpc,Mouse
Epha2,Cops2,Mouse
Epha2,Ddb1,Mouse
Epha2,Ddb2,Mouse
Epha2,Xpa,Mouse
Epha2,Ercc8,Mouse
Epha2,Papola,Mouse
Epha2,Gcfc2,Mouse
Epha2,Ctnnbl1,Mouse
Epha2,Xab2,Mouse
Epha2,Upf1,Mouse
Epha4,Abl1,Mouse
Epha4,Raf1,Mouse
Epha4,Mapk1,Mouse
Epha4,Mapk3,Mouse
Epha4,Stat5a,Mouse
Epha4,Stat5b,Mouse
Epha4,Mapk10,Mouse
Epha4,Mapk8,Mouse
Epha4,Mapk9,Mouse
Epha4,Hif1a,Mouse
Epha4,Mapk11,Mouse
Epha4,Mapk13,Mouse
Epha4,Mapk14,Mouse
Epha4,Mapk12,Mouse
Epha4,Ctnnb1,Mouse
Epha4,Snai1,Mouse
Epha4,Gata4,Mouse
Epha4,Fos,Mouse
Epha4,Jun,Mouse
Epha4,Zfp110,Mouse
Epha4,Prdm4,Mouse
Epha4,Sos1,Mouse
Epha4,Sos2,Mouse
Epha4,Akt1,Mouse
Epha4,Myc,Mouse
Epha4,Nfkb1,Mouse
Epha4,Rela,Mouse
Epha4,Cebpa,Mouse
Epha4,Spi1,Mouse
Epha4,Stat3,Mouse
Epha4,Grin1,Mouse
Epha4,Csf1,Mouse
Epha4,Nme2,Mouse
Epha4,Stat6,Mouse
Epha4,Nf1,Mouse
Epha4,Men1,Mouse
Epha4,Jup,Mouse
Epha4,Kntc1,Mouse
Epha4,Ahctf1,Mouse
Epha4,Cenpk,Mouse
Epha4,Bub3,Mouse
Epha4,Sowahc,Mouse
Epha4,Tgfb1,Mouse
Epha4,Smurf1,Mouse
Epha4,Tax1bp3,Mouse
Epha4,Bin1,Mouse
Epha4,Ep300,Mouse
Epha4,Cbfb,Mouse
Epha5,Abl1,Mouse
Epha5,Raf1,Mouse
Epha5,Mapk1,Mouse
Epha5,Mapk3,Mouse
Epha5,Stat5a,Mouse
Epha5,Stat5b,Mouse
Epha5,Mapk10,Mouse
Epha5,Mapk8,Mouse
Epha5,Mapk9,Mouse
Epha5,Hif1a,Mouse
Epha5,Mapk11,Mouse
Epha5,Mapk13,Mouse
Epha5,Mapk14,Mouse
Epha5,Mapk12,Mouse
Epha5,Ctnnb1,Mouse
Epha5,Snai1,Mouse
Epha5,Gata4,Mouse
Epha5,Fos,Mouse
Epha5,Jun,Mouse
Epha5,Zfp110,Mouse
Epha5,Prdm4,Mouse
Epha5,Sos1,Mouse
Epha5,Sos2,Mouse
Epha5,Akt1,Mouse
Epha5,Myc,Mouse
Epha5,Nfkb1,Mouse
Epha5,Rela,Mouse
Epha5,Cebpa,Mouse
Epha5,Spi1,Mouse
Epha5,Stat3,Mouse
Epha5,Grin1,Mouse
Epha5,Csf1,Mouse
Epha5,Nme2,Mouse
Epha5,Stat6,Mouse
Epha5,Nf1,Mouse
Epha5,Men1,Mouse
Epha5,Jup,Mouse
Epha5,Kntc1,Mouse
Epha5,Ahctf1,Mouse
Epha5,Cenpk,Mouse
Epha5,Bub3,Mouse
Epha5,Sowahc,Mouse
Epha5,Tgfb1,Mouse
Epha5,Smurf1,Mouse
Epha5,Tax1bp3,Mouse
Epha5,Bin1,Mouse
Epha5,Ep300,Mouse
Epha5,Cbfb,Mouse
Epha6,Abl1,Mouse
Epha6,Raf1,Mouse
Epha6,Mapk10,Mouse
Epha6,Mapk8,Mouse
Epha6,Mapk9,Mouse
Epha6,Hif1a,Mouse
Epha6,Mapk1,Mouse
Epha6,Mapk3,Mouse
Epha6,Mapk11,Mouse
Epha6,Mapk13,Mouse
Epha6,Mapk14,Mouse
Epha6,Mapk12,Mouse
Epha6,Ctnnb1,Mouse
Epha6,Gata4,Mouse
Epha6,Fos,Mouse
Epha6,Jun,Mouse
Epha6,Sos1,Mouse
Epha6,Sos2,Mouse
Epha6,Akt1,Mouse
Epha6,Nfkb1,Mouse
Epha6,Rela,Mouse
Epha6,Grin1,Mouse
Epha6,Nme2,Mouse
Epha6,Stat6,Mouse
Epha6,Nf1,Mouse
Epha6,Men1,Mouse
Epha6,Jup,Mouse
Epha6,Kntc1,Mouse
Epha6,Ahctf1,Mouse
Epha6,Cenpk,Mouse
Epha6,Bub3,Mouse
Epha6,Sowahc,Mouse
Epha6,Tgfb1,Mouse
Epha6,Smurf1,Mouse
Epha6,Tax1bp3,Mouse
Epha6,Ep300,Mouse
Epha6,Cbfb,Mouse
Epha7,Abl1,Mouse
Epha7,Raf1,Mouse
Epha7,Mapk1,Mouse
Epha7,Mapk3,Mouse
Epha7,Stat5a,Mouse
Epha7,Stat5b,Mouse
Epha7,Mapk10,Mouse
Epha7,Mapk8,Mouse
Epha7,Mapk9,Mouse
Epha7,Hif1a,Mouse
Epha7,Mapk11,Mouse
Epha7,Mapk13,Mouse
Epha7,Mapk14,Mouse
Epha7,Mapk12,Mouse
Epha7,Ctnnb1,Mouse
Epha7,Snai1,Mouse
Epha7,Gata4,Mouse
Epha7,Fos,Mouse
Epha7,Jun,Mouse
Epha7,Zfp110,Mouse
Epha7,Prdm4,Mouse
Epha7,Sos1,Mouse
Epha7,Sos2,Mouse
Epha7,Akt1,Mouse
Epha7,Myc,Mouse
Epha7,Nfkb1,Mouse
Epha7,Rela,Mouse
Epha7,Cebpa,Mouse
Epha7,Spi1,Mouse
Epha7,Stat3,Mouse
Epha7,Grin1,Mouse
Epha7,Csf1,Mouse
Epha7,Nme2,Mouse
Epha7,Stat6,Mouse
Epha7,Nf1,Mouse
Epha7,Men1,Mouse
Epha7,Jup,Mouse
Epha7,Kntc1,Mouse
Epha7,Ahctf1,Mouse
Epha7,Cenpk,Mouse
Epha7,Bub3,Mouse
Epha7,Sowahc,Mouse
Epha7,Tgfb1,Mouse
Epha7,Smurf1,Mouse
Epha7,Tax1bp3,Mouse
Epha7,Bin1,Mouse
Epha7,Ep300,Mouse
Epha7,Cbfb,Mouse
Epha8,Abl1,Mouse
Epha8,Raf1,Mouse
Epha8,Mapk1,Mouse
Epha8,Mapk3,Mouse
Epha8,Stat5a,Mouse
Epha8,Stat5b,Mouse
Epha8,Mapk10,Mouse
Epha8,Mapk8,Mouse
Epha8,Mapk9,Mouse
Epha8,Hif1a,Mouse
Epha8,Mapk11,Mouse
Epha8,Mapk13,Mouse
Epha8,Mapk14,Mouse
Epha8,Mapk12,Mouse
Epha8,Ctnnb1,Mouse
Epha8,Snai1,Mouse
Epha8,Gata4,Mouse
Epha8,Fos,Mouse
Epha8,Jun,Mouse
Epha8,Zfp110,Mouse
Epha8,Prdm4,Mouse
Epha8,Sos1,Mouse
Epha8,Sos2,Mouse
Epha8,Akt1,Mouse
Epha8,Myc,Mouse
Epha8,Nfkb1,Mouse
Epha8,Rela,Mouse
Epha8,Cebpa,Mouse
Epha8,Spi1,Mouse
Epha8,Stat3,Mouse
Epha8,Grin1,Mouse
Epha8,Csf1,Mouse
Epha8,Nme2,Mouse
Epha8,Stat6,Mouse
Epha8,Nf1,Mouse
Epha8,Men1,Mouse
Epha8,Jup,Mouse
Epha8,Kntc1,Mouse
Epha8,Ahctf1,Mouse
Epha8,Cenpk,Mouse
Epha8,Bub3,Mouse
Epha8,Sowahc,Mouse
Epha8,Tgfb1,Mouse
Epha8,Smurf1,Mouse
Epha8,Tax1bp3,Mouse
Epha8,Bin1,Mouse
Epha8,Ep300,Mouse
Epha8,Cbfb,Mouse
Ephb1,Abl1,Mouse
Ephb1,Mapk10,Mouse
